collect_year,playerId,playerName,teamName,isRetire,isPlayer,isQualified,hitterGameCount,hitterAb,hitterHra,hitterObp,hitterSlg,hitterOps,hitterIsop,hitterBabip,hitterWoba,hitterWrcPlus,hitterHr,hitterRbi,hitterRun,hitterHit,hitterH2,hitterH3,hitterBb,hitterHp,hitterKk,hitterSb,hitterCs,hitterGd,hitterWpa,hitterWar,sort_source
2024,64007,문상철,KT,N,Y,False,125,347,0.2564841498559078,0.351,0.435,0.786,0.179,0.291,0.355,102.9,17,58,50,89,11,0,45,7,86,6,,,-0.299,1.54,hitterHr
2024,63260,이우성,KIA,N,Y,True,112,399,0.2882205513784461,0.361,0.401,0.762,0.113,0.349,0.349,103.8,9,54,56,115,16,1,44,3,89,7,,,0.325,1.64,hitterOps
2024,62934,김성욱,NC,N,Y,False,129,358,0.2039106145251396,0.291,0.38,0.671,0.176,0.21,0.303,71.1,17,60,55,73,8,2,31,15,79,10,,,-0.974,0.66,hitterHr
2024,66409,이성규,삼성,N,Y,False,122,302,0.2417218543046357,0.339,0.5,0.839,0.258,0.293,0.369,105.8,22,57,56,73,10,1,31,15,109,9,,,0.079,1.51,hitterHr
2024,75125,박병호,삼성,Y,Y,False,120,350,0.2314285714285714,0.333,0.449,0.782,0.218,0.279,0.343,91.0,23,70,52,81,7,0,47,7,121,4,,,-0.338,0.99,hitterHr
2024,76313,황재균,KT,Y,Y,True,137,493,0.2596348884381338,0.309,0.383,0.692,0.123,0.297,0.306,73.5,13,58,60,128,22,0,34,2,95,4,,,-1.877,-0.5,hitterHra
2024,62802,박승욱,롯데,N,Y,True,139,405,0.2617283950617284,0.351,0.365,0.716,0.1029999999999999,0.352,0.324,80.2,7,53,57,106,19,1,47,10,120,4,,,-2.335,0.73,hitterHra
2024,62415,박해민,LG,N,Y,True,144,482,0.2634854771784232,0.336,0.359,0.695,0.0959999999999999,0.315,0.318,86.9,6,56,72,127,16,6,46,11,101,43,,,-2.476,1.23,hitterHra
2024,69995,서호철,NC,N,Y,True,141,512,0.28515625,0.342,0.393,0.735,0.108,0.337,0.333,91.7,10,61,68,146,19,3,30,16,101,1,,,-3.145,1.2,hitterWrcPlus
2024,51344,김휘집,NC,N,Y,True,140,488,0.2581967213114754,0.337,0.41,0.747,0.1519999999999999,0.305,0.332,90.8,16,73,78,126,24,1,52,10,119,4,,,-3.145,1.33,hitterOps
2024,64166,배정대,KT,N,Y,True,113,404,0.2747524752475248,0.355,0.394,0.749,0.119,0.359,0.337,92.6,7,59,49,111,25,1,50,4,114,9,,,-0.709,1.27,hitterOps
2024,51907,김주원,NC,N,Y,True,134,385,0.2519480519480519,0.371,0.379,0.75,0.127,0.326,0.341,95.9,9,49,61,97,18,2,51,25,111,16,,,-1.025,1.94,hitterOps
2024,69813,하재훈,SSG,N,Y,False,107,290,0.2482758620689655,0.292,0.417,0.709,0.1689999999999999,0.318,0.309,75.8,10,36,40,72,19,0,18,2,90,15,,,-1.275,0.32,hitterSb
2024,68912,김형준,NC,N,Y,False,119,354,0.1949152542372881,0.285,0.373,0.658,0.178,0.261,0.285,59.5,17,50,39,69,12,0,45,2,144,0,,,-2.877,-0.31,hitterHr
2024,68507,장두성,롯데,N,Y,False,71,32,0.15625,0.27,0.156,0.426,0.0,0.217,0.221,17.1,0,1,23,5,0,0,3,2,9,14,,,0.002,-0.24,hitterSb
2024,78168,서건창,KIA,N,Y,False,94,203,0.3103448275862069,0.416,0.404,0.82,0.094,0.356,0.376,121.0,1,26,40,63,14,1,36,3,31,3,,,0.653,1.58,hitterWpa
2024,68119,문성주,LG,N,Y,False,96,305,0.3147540983606557,0.411,0.38,0.791,0.065,0.356,0.367,117.5,0,48,47,96,16,2,49,3,38,13,,,0.659,2.27,hitterSb
2024,52415,이재현,삼성,N,Y,True,109,389,0.2596401028277635,0.365,0.419,0.784,0.1589999999999999,0.295,0.357,100.9,14,66,71,101,18,1,58,8,83,2,,,0.221,2.33,hitterOps
2024,64004,김민혁,KT,N,Y,False,115,351,0.3532763532763532,0.41,0.419,0.829,0.066,0.399,0.378,118.6,1,34,47,124,14,3,35,1,45,4,,,-0.557,2.06,hitterHit
2024,64560,이창진,KIA,N,Y,False,103,191,0.2617801047120419,0.401,0.33,0.731,0.068,0.31,0.341,98.5,1,18,36,50,10,0,45,2,36,4,,,-0.387,0.43,hitterBb
2024,61353,고종욱,KIA,N,Y,False,28,32,0.25,0.333,0.406,0.739,0.156,0.28,0.354,106.6,1,4,3,8,2,0,4,0,6,0,,,0.137,0.14,hitterWpa
2024,63722,한승택,KIA,N,Y,False,20,11,0.2727272727272727,0.467,0.273,0.74,0.0,0.3,0.372,118.6,0,2,2,3,0,0,4,0,1,0,,,0.185,0.07,hitterWpa
2024,51560,이주찬,롯데,N,Y,False,17,24,0.1666666666666666,0.2,0.333,0.533,0.166,0.214,0.339,94.5,1,2,7,4,1,0,1,0,9,0,,,0.206,-0.07,hitterWpa
2024,52154,이주헌,LG,N,Y,False,3,6,0.6666666666666666,0.667,1.0,1.667,0.3329999999999999,1.0,0.713,345.6,0,3,0,4,2,0,0,0,2,0,,,0.242,0.22,hitterWpa
2024,50906,박영빈,NC,N,Y,False,19,6,0.5,0.571,0.833,1.404,0.3329999999999999,1.0,0.586,252.3,0,1,3,3,2,0,1,0,3,2,,,0.258,0.15,hitterWpa
2024,60523,정훈,롯데,Y,Y,False,109,285,0.2666666666666666,0.343,0.432,0.775,0.1649999999999999,0.309,0.344,95.9,9,47,31,76,20,0,35,0,63,1,,,0.272,1.07,hitterWpa
2024,54219,류현준,두산,N,Y,False,2,3,0.6666666666666666,0.667,1.0,1.667,0.3329999999999999,0.667,0.713,352.0,0,1,0,2,1,0,0,0,0,0,,,0.3,0.11,hitterWpa
2024,50066,강현우,KT,N,Y,False,18,26,0.3076923076923077,0.471,0.462,0.933,0.154,0.467,0.399,133.0,1,8,4,8,1,0,8,0,10,0,,,0.357,0.27,hitterWpa
2024,67005,홍현빈,KT,N,Y,False,28,18,0.2222222222222222,0.333,0.333,0.666,0.111,0.364,0.334,92.5,0,2,5,4,0,1,3,0,7,0,,,0.395,-0.01,hitterWpa
2024,54444,카디네스,삼성,N,Y,False,7,24,0.3333333333333333,0.36,0.667,1.027,0.334,0.375,0.465,164.7,2,5,2,8,2,0,1,0,6,0,,,0.545,0.25,hitterWpa
2024,68463,윤정빈,삼성,N,Y,False,69,161,0.2857142857142857,0.378,0.453,0.831,0.167,0.358,0.391,123.0,7,20,26,46,4,1,22,3,47,1,,,1.018,1.14,hitterWpa
2024,69992,최정원,NC,N,Y,False,65,131,0.2824427480916031,0.377,0.344,0.721,0.062,0.367,0.331,91.7,1,14,33,37,5,0,17,4,34,7,,,-0.791,0.37,hitterSb
2024,50054,천성호,KT,N,Y,False,75,234,0.2948717948717949,0.346,0.368,0.714,0.073,0.356,0.341,96.3,1,17,41,69,8,3,18,1,43,7,,,-0.488,1.3,hitterSb
2024,68205,전민재,두산,N,Y,False,100,248,0.2459677419354838,0.301,0.298,0.599,0.0519999999999999,0.301,0.279,60.7,2,32,34,61,5,1,17,4,53,7,,,-0.819,-0.34,hitterSb
2024,64006,심우준,KT,N,Y,False,53,169,0.2662721893491124,0.337,0.343,0.68,0.077,0.307,0.321,83.2,3,28,22,45,4,0,17,1,29,7,,,-0.48,0.61,hitterSb
2024,67905,천재환,NC,N,Y,False,89,215,0.2837209302325581,0.335,0.405,0.74,0.121,0.352,0.335,92.9,5,33,31,61,9,1,13,4,52,8,,,-0.673,0.63,hitterSb
2024,68700,이원석,한화,N,Y,False,87,133,0.2330827067669172,0.322,0.278,0.6,0.045,0.304,0.297,70.4,0,13,26,31,4,1,16,2,32,8,,,-0.499,0.02,hitterSb
2024,54805,박지환,SSG,N,Y,False,76,228,0.2763157894736842,0.317,0.386,0.703,0.1099999999999999,0.355,0.306,75.7,4,21,33,63,9,2,12,3,61,8,,,-0.562,0.33,hitterSb
2024,65905,최승민,LG,N,Y,False,57,13,0.0769230769230769,0.2,0.077,0.277,0.0,0.1,0.146,-25.2,0,1,20,1,0,0,2,0,3,11,,,-0.431,-0.15,hitterSb
2024,62234,류지혁,삼성,N,Y,False,100,302,0.2582781456953642,0.341,0.325,0.666,0.067,0.325,0.319,80.2,3,36,43,78,9,1,33,6,70,11,,,-0.311,0.49,hitterSb
2024,66706,장진혁,한화,N,Y,False,99,289,0.2629757785467128,0.335,0.412,0.747,0.1489999999999999,0.321,0.334,93.2,9,44,56,76,16,0,29,3,72,14,,,-0.992,0.83,hitterSb
2024,66704,김태연,한화,N,Y,True,126,413,0.2905569007263922,0.363,0.436,0.799,0.145,0.342,0.358,108.4,12,61,59,120,24,0,45,4,89,5,,,-0.193,2.0,hitterOps
2024,62895,한유섬,SSG,N,Y,True,132,464,0.2349137931034483,0.314,0.453,0.767,0.218,0.282,0.334,87.1,24,87,64,109,29,0,46,9,142,0,,,0.613,0.04,hitterOps
2024,79192,채은성,한화,N,Y,True,124,436,0.2706422018348624,0.351,0.463,0.814,0.192,0.29,0.363,110.8,20,83,61,118,24,0,49,8,83,1,,,0.758,2.31,hitterOps
2024,51551,나승엽,롯데,N,Y,False,121,407,0.312039312039312,0.411,0.469,0.88,0.1569999999999999,0.37,0.389,122.5,7,66,59,127,35,4,69,4,83,1,,,1.839,3.29,hitterWar
2024,79240,허경민,두산,N,Y,False,115,417,0.3093525179856115,0.384,0.427,0.811,0.118,0.312,0.375,126.8,7,61,69,129,28,0,36,18,25,5,,,0.858,3.3,hitterWar
2024,79365,박동원,LG,N,Y,False,130,434,0.271889400921659,0.349,0.461,0.81,0.189,0.317,0.356,113.7,20,80,58,118,22,0,55,0,112,1,,,-1.005,3.3,hitterWar
2024,76232,양의지,두산,N,Y,False,119,430,0.313953488372093,0.379,0.479,0.858,0.1649999999999999,0.325,0.379,126.2,17,94,57,135,18,1,40,9,56,2,,,2.434,3.35,hitterWar
2024,79231,정수빈,두산,N,Y,False,136,510,0.284313725490196,0.376,0.361,0.737,0.077,0.319,0.345,104.5,4,47,95,145,21,3,71,9,72,52,,,-1.335,3.38,hitterWar
2024,52591,윤동희,롯데,N,Y,False,141,532,0.2932330827067669,0.376,0.453,0.829,0.16,0.347,0.374,113.8,14,85,97,156,35,4,67,7,114,7,,,-0.382,3.5,hitterWar
2024,79215,박건우,NC,N,Y,False,89,323,0.3436532507739938,0.409,0.542,0.951,0.198,0.38,0.421,143.7,13,53,58,111,23,1,33,4,54,4,,,2.599,3.54,hitterWar
2024,69102,문보경,LG,N,Y,False,144,519,0.3005780346820809,0.372,0.507,0.879,0.206,0.337,0.379,127.9,22,101,80,156,35,3,65,2,112,7,,,0.92,3.83,hitterWar
2024,62907,박민우,NC,N,Y,False,121,457,0.3282275711159737,0.406,0.446,0.852,0.118,0.38,0.383,121.1,8,50,75,150,26,2,54,9,79,32,,,-0.781,3.85,hitterWar
2024,78224,김재환,두산,N,Y,False,136,474,0.2827004219409282,0.368,0.525,0.893,0.242,0.367,0.381,132.7,29,92,78,134,28,0,63,6,168,1,,,1.388,3.86,hitterWar
2024,67304,김혜성,키움,N,Y,False,127,509,0.3261296660117878,0.383,0.458,0.841,0.132,0.35,0.371,117.1,11,75,90,166,26,4,47,4,62,30,,,0.748,4.07,hitterWar
2024,75847,최정,SSG,N,Y,False,129,468,0.2905982905982906,0.384,0.594,0.978,0.303,0.306,0.413,137.7,37,107,93,136,27,2,55,20,114,5,,,2.691,4.47,hitterWar
2024,54944,데이비슨,NC,N,Y,False,131,504,0.3055555555555556,0.37,0.633,1.003,0.327,0.334,0.422,141.1,46,119,90,154,25,1,39,17,142,0,,,1.95,4.6899999999999995,hitterWar
2024,63963,권희동,NC,N,Y,False,123,416,0.3004807692307692,0.417,0.452,0.869,0.152,0.324,0.391,127.8,13,77,66,125,22,1,77,10,63,4,,,2.162,4.74,hitterWar
2024,66108,홍창기,LG,N,Y,False,139,524,0.3358778625954198,0.447,0.41,0.857,0.0739999999999999,0.398,0.399,136.8,5,73,96,176,18,3,96,12,93,10,,,1.81,4.79,hitterWar
2024,54529,레이예스,롯데,N,Y,False,144,574,0.3519163763066202,0.394,0.51,0.904,0.158,0.383,0.406,133.3,15,111,88,202,40,3,46,1,82,5,,,3.466,4.84,hitterWar
2024,53123,오스틴,LG,N,Y,False,140,527,0.3187855787476281,0.384,0.573,0.957,0.2539999999999999,0.319,0.408,146.2,32,132,99,168,32,3,61,3,82,12,,,1.349,5.5,hitterWar
2024,53827,에레디아,SSG,N,Y,False,136,541,0.3604436229205175,0.399,0.538,0.937,0.178,0.382,0.41,138.1,21,118,82,195,31,1,28,13,73,4,,,2.597,5.5,hitterWar
2024,65357,송성문,키움,N,Y,False,142,527,0.3396584440227704,0.409,0.518,0.927,0.178,0.369,0.404,139.3,19,104,88,179,29,4,64,3,82,21,,,3.782,5.76,hitterWar
2024,62404,구자욱,삼성,N,Y,False,129,493,0.3427991886409736,0.417,0.627,1.044,0.284,0.346,0.445,151.6,33,115,92,169,39,1,55,12,73,13,,,4.768,6.17,hitterWar
2024,67025,로하스,KT,N,Y,False,144,572,0.3286713286713286,0.421,0.568,0.989,0.2389999999999999,0.364,0.426,144.3,32,112,108,188,39,1,88,6,115,2,,,4.492,6.55,hitterWar
2024,52605,김도영,KIA,N,Y,False,141,544,0.3474264705882353,0.42,0.647,1.067,0.3,0.375,0.454,167.5,38,109,143,189,29,10,66,7,110,40,,,4.2379999999999995,7.34,hitterWar
2024,52430,김영웅,삼성,N,Y,True,126,456,0.2521929824561403,0.321,0.485,0.806,0.2329999999999999,0.314,0.358,99.7,28,79,65,115,16,3,45,3,155,9,,,0.937,1.94,hitterOps
2024,69517,고승민,롯데,N,Y,False,120,481,0.3076923076923077,0.358,0.476,0.834,0.1679999999999999,0.338,0.365,108.5,14,87,79,148,27,6,41,1,78,5,,,-0.198,3.28,hitterWar
2024,78603,김선빈,KIA,N,Y,False,116,423,0.3286052009456264,0.38,0.447,0.827,0.118,0.347,0.366,114.5,9,57,48,139,23,0,30,5,39,5,,,1.229,3.21,hitterWar
2024,52630,소크라테스,KIA,N,Y,False,140,552,0.3097826086956521,0.359,0.516,0.875,0.206,0.33,0.382,122.4,26,97,92,171,30,3,41,4,91,13,,,0.022,4.12,hitterWar
2024,78513,전준우,롯데,N,Y,False,109,423,0.293144208037825,0.369,0.485,0.854,0.192,0.327,0.381,120.3,17,82,57,124,26,2,49,5,84,3,,,-1.083,3.14,hitterWar
2024,74540,강민호,삼성,N,Y,False,136,403,0.3027295285359802,0.365,0.496,0.861,0.193,0.305,0.376,110.9,19,77,48,122,19,1,35,8,52,3,,,1.061,3.14,hitterWar
2024,76290,김현수,LG,N,Y,False,137,517,0.2940038684719536,0.357,0.418,0.775,0.124,0.326,0.343,103.2,8,69,61,152,36,2,47,9,76,6,,,-1.428,2.36,hitterWar
2024,64646,박찬호,KIA,N,Y,False,134,515,0.3067961165048544,0.363,0.386,0.749,0.079,0.324,0.347,101.9,5,61,86,158,24,1,48,1,44,20,,,-0.586,2.37,hitterWar
2024,52025,라모스,두산,N,Y,False,80,311,0.3054662379421222,0.36,0.482,0.842,0.177,0.344,0.38,130.0,10,48,43,95,19,3,27,3,60,3,,,0.81,2.37,hitterWar
2024,78548,장성우,KT,N,Y,False,131,418,0.2679425837320574,0.355,0.45,0.805,0.182,0.29,0.351,101.5,19,81,53,112,19,0,60,1,86,5,,,0.695,2.39,hitterWar
2024,79109,오지환,LG,N,Y,False,108,370,0.254054054054054,0.35,0.411,0.761,0.1569999999999999,0.329,0.344,105.5,10,59,67,94,24,2,51,4,106,17,,,-0.647,2.43,hitterWar
2024,64153,양석환,두산,N,Y,False,142,533,0.2457786116322701,0.316,0.488,0.804,0.242,0.259,0.347,112.7,34,107,83,131,25,1,49,7,128,5,,,-0.523,2.43,hitterWar
2024,50500,황성빈,롯데,N,Y,False,125,366,0.319672131147541,0.375,0.437,0.812,0.1169999999999999,0.368,0.361,104.5,4,26,94,117,15,8,31,2,56,51,,,-0.231,2.5,hitterWar
2024,66606,최원준,KIA,N,Y,False,136,438,0.2922374429223744,0.371,0.42,0.791,0.128,0.323,0.353,106.5,9,56,75,128,23,3,50,8,66,21,,,0.166,2.52,hitterWar
2024,50167,이주형,키움,N,Y,False,115,473,0.266384778012685,0.352,0.402,0.754,0.136,0.33,0.351,105.3,13,60,82,126,19,3,49,14,119,6,,,-1.087,2.52,hitterWar
2024,50854,최지훈,SSG,N,Y,False,125,483,0.2753623188405797,0.345,0.418,0.763,0.1429999999999999,0.303,0.34,97.6,11,49,89,133,22,7,50,2,71,32,,,-0.713,2.57,hitterWar
2024,69737,노시환,한화,N,Y,False,136,526,0.2718631178707224,0.356,0.454,0.81,0.182,0.316,0.359,102.2,24,89,88,143,20,2,60,11,129,6,,,0.416,2.45,hitterWar
2024,54730,페라자,한화,N,Y,False,122,455,0.2747252747252747,0.364,0.486,0.85,0.2109999999999999,0.332,0.38,117.9,24,70,75,125,24,0,63,2,129,7,,,1.383,2.95,hitterWar
2024,65207,신민재,LG,N,Y,False,128,387,0.2971576227390181,0.401,0.357,0.758,0.06,0.335,0.349,104.0,0,40,78,115,11,6,64,5,47,32,,,0.978,2.6,hitterWar
2024,72443,최형우,KIA,N,Y,False,116,425,0.28,0.361,0.499,0.86,0.2189999999999999,0.301,0.379,119.7,22,109,67,119,23,2,52,5,86,1,,,2.801,2.7,hitterWar
2024,67893,박성한,SSG,N,Y,False,137,489,0.3006134969325153,0.38,0.411,0.791,0.1099999999999999,0.343,0.353,103.0,10,67,78,147,24,0,64,2,86,13,,,0.019,2.72,hitterWar
2024,50150,손호영,롯데,N,Y,False,102,398,0.3165829145728643,0.354,0.538,0.892,0.221,0.338,0.392,124.6,18,78,70,126,26,4,17,9,65,7,,,3.079,2.76,hitterWar
2024,63123,강승호,두산,N,Y,False,140,521,0.2802303262955854,0.328,0.476,0.804,0.1959999999999999,0.367,0.348,107.8,18,81,81,146,34,7,32,7,158,16,,,-0.295,2.86,hitterWar
2024,79608,안치홍,한화,N,Y,False,128,473,0.3002114164904862,0.37,0.427,0.797,0.127,0.327,0.365,112.3,13,66,64,142,21,0,49,6,70,3,,,-0.196,2.9,hitterWar
2024,62947,나성범,KIA,N,Y,False,102,374,0.2914438502673797,0.357,0.511,0.868,0.22,0.336,0.376,120.2,21,80,51,109,17,1,38,4,98,0,,,1.193,2.97,hitterWar
2024,50458,김지찬,삼성,N,Y,False,135,453,0.3156732891832229,0.405,0.384,0.789,0.068,0.341,0.363,107.3,3,36,102,143,16,3,60,9,40,42,,,-0.358,3.04,hitterWar
2024,68050,강백호,KT,N,Y,False,144,550,0.289090909090909,0.36,0.48,0.84,0.191,0.333,0.372,112.7,26,96,92,159,27,0,59,3,127,6,,,0.106,3.1,hitterWar
2024,54295,제러드,두산,N,Y,False,38,144,0.3263888888888889,0.42,0.66,1.08,0.334,0.37,0.451,182.5,10,39,29,47,16,1,21,3,35,4,,,1.023,2.58,hitterWar
2024,53327,도슨,키움,N,Y,False,95,382,0.3298429319371728,0.399,0.508,0.907,0.178,0.361,0.397,135.8,11,57,69,126,31,2,39,6,54,2,,,2.28,3.12,hitterWar
2025,51003,권동진,KT,N,Y,False,123,271,0.2250922509225092,0.304,0.303,0.607,0.0779999999999999,0.333,0.276,62.4,1,25,34,61,12,3,30,1,91,3,,,-1.239,-0.03,hitterGameCount
2025,67905,천재환,NC,N,Y,False,129,261,0.2375478927203065,0.292,0.368,0.66,0.13,0.277,0.29,73.4,6,31,47,62,10,3,17,5,58,15,,,-1.437,0.41,hitterGameCount
2025,50458,김지찬,삼성,N,Y,False,90,317,0.2807570977917981,0.364,0.322,0.686,0.0409999999999999,0.322,0.32,92.3,0,23,59,89,9,2,38,5,44,22,,,-1.257,1.52,hitterSb
2025,68700,이원석,한화,N,Y,False,129,212,0.2028301886792453,0.29,0.292,0.582,0.0889999999999999,0.245,0.269,57.6,4,24,60,43,7,0,23,4,51,22,,,-1.495,0.17,hitterGameCount
2025,60558,오태곤,SSG,N,Y,False,122,194,0.2010309278350515,0.31,0.309,0.619,0.1079999999999999,0.26,0.283,67.9,5,26,31,39,6,0,30,1,59,25,,,-0.754,0.07,hitterGameCount
2025,66704,김태연,한화,N,Y,False,120,303,0.2607260726072607,0.329,0.34,0.669,0.079,0.319,0.321,94.9,3,20,40,79,15,0,23,8,62,5,,,-2.839,1.44,hitterGameCount
2025,50500,황성빈,롯데,N,Y,False,79,246,0.2560975609756097,0.315,0.317,0.632,0.061,0.308,0.291,70.4,1,22,43,63,4,4,18,4,46,25,,,-1.127,0.62,hitterSb
2025,66209,조수행,두산,N,Y,False,108,119,0.2436974789915966,0.323,0.277,0.6,0.033,0.322,0.281,70.9,0,9,30,29,4,0,14,0,29,30,,,-0.25,0.27,hitterSb
2025,69992,최정원,NC,N,Y,False,91,120,0.275,0.417,0.3,0.717,0.0249999999999999,0.333,0.352,119.4,0,11,40,33,3,0,18,12,22,30,,,0.414,1.64,hitterSb
2025,68205,전민재,롯데,N,Y,False,101,331,0.2870090634441087,0.337,0.378,0.715,0.091,0.34,0.328,97.8,5,34,39,95,15,0,22,4,63,3,,,-1.096,1.59,hitterHit
2025,54812,정준재,SSG,N,Y,False,132,371,0.2452830188679245,0.34,0.288,0.628,0.0429999999999999,0.326,0.298,82.7,0,25,58,91,10,3,51,3,93,37,,,-2.665,1.78,hitterGameCount
2025,52103,최원영,LG,N,Y,False,119,103,0.2815533980582524,0.33,0.33,0.66,0.048,0.345,0.293,78.8,0,2,37,29,5,0,4,4,20,8,,,-1.341,-0.18,hitterGameCount
2025,66614,김규성,KIA,N,Y,False,133,193,0.233160621761658,0.313,0.301,0.614,0.0679999999999999,0.296,0.29,75.3,3,16,30,45,4,0,21,2,49,5,,,-1.049,0.1,hitterGameCount
2025,75125,박병호,삼성,Y,Y,False,77,196,0.1989795918367347,0.315,0.454,0.769,0.255,0.212,0.337,95.8,15,33,26,39,5,0,27,7,70,0,,,-1.251,0.65,hitterHr
2025,76313,황재균,KT,Y,Y,False,112,385,0.2753246753246753,0.336,0.379,0.715,0.1039999999999999,0.334,0.331,99.9,7,48,50,106,19,0,34,2,84,3,,,0.065,1.42,hitterRbi
2025,77532,손아섭,한화,N,Y,False,111,372,0.2876344086021505,0.352,0.371,0.723,0.083,0.338,0.332,101.3,1,50,39,107,22,3,37,1,59,0,,,-0.841,1.27,hitterRbi
2025,52605,김도영,KIA,N,Y,False,30,110,0.3090909090909091,0.361,0.582,0.943,0.2729999999999999,0.329,0.4,149.9,7,27,20,34,9,0,10,0,23,3,,,0.927,1.04,hitterHr
2025,55734,플로리얼,한화,N,Y,False,65,258,0.2713178294573643,0.333,0.45,0.783,0.179,0.332,0.34,105.6,8,29,36,70,18,2,24,1,65,13,,,-0.316,1.81,hitterHr
2025,64153,양석환,두산,N,Y,False,72,262,0.2480916030534351,0.32,0.401,0.721,0.153,0.326,0.316,98.6,8,31,32,65,16,0,24,5,82,1,,,-1.5739999999999998,0.84,hitterHr
2025,63123,강승호,두산,N,Y,False,115,360,0.2361111111111111,0.302,0.372,0.674,0.136,0.318,0.304,88.0,8,37,51,85,19,3,24,11,113,14,,,-2.589,0.88,hitterHr
2025,51551,나승엽,롯데,N,Y,False,105,328,0.2286585365853658,0.347,0.36,0.707,0.1309999999999999,0.259,0.333,99.5,9,44,40,75,12,2,55,5,65,0,,,-0.128,1.17,hitterHr
2025,64340,임지열,키움,N,Y,False,102,369,0.2439024390243902,0.322,0.382,0.704,0.138,0.316,0.324,102.4,11,50,51,90,14,2,42,2,111,13,,,-1.286,1.7,hitterHr
2025,78224,김재환,두산,N,Y,False,103,344,0.2412790697674418,0.354,0.404,0.758,0.163,0.295,0.337,110.9,13,50,42,83,13,2,57,4,96,7,,,-0.486,1.84,hitterHr
2025,75847,최정,SSG,N,Y,False,95,340,0.2441176470588235,0.36,0.482,0.842,0.238,0.265,0.363,112.9,23,63,54,83,12,0,51,12,94,1,,,0.805,1.9,hitterHr
2025,67025,로하스,KT,N,Y,False,95,331,0.2386706948640483,0.333,0.426,0.759,0.187,0.26,0.34,103.4,14,43,48,79,20,0,48,1,71,1,,,-1.564,1.59,hitterHr
2025,68050,강백호,KT,N,Y,False,95,321,0.264797507788162,0.358,0.467,0.825,0.202,0.288,0.36,117.6,15,61,41,85,18,1,44,3,64,2,,,0.579,1.82,hitterHr
2025,66864,안상현,SSG,N,Y,False,102,258,0.2635658914728682,0.314,0.38,0.694,0.1159999999999999,0.367,0.313,91.1,6,15,38,68,8,2,18,2,85,17,,,-1.371,0.88,hitterSb
2025,79402,김상수,KT,N,Y,False,113,355,0.2535211267605634,0.349,0.335,0.684,0.081,0.283,0.321,92.7,5,47,42,90,14,0,52,4,57,3,,,-0.302,1.78,hitterRbi
2025,68507,장두성,롯데,N,Y,False,118,248,0.2620967741935484,0.332,0.298,0.63,0.0359999999999999,0.349,0.295,73.1,0,25,51,65,3,3,24,3,64,17,,,-2.0,0.34,hitterSb
2025,67610,김석환,KIA,N,Y,False,47,117,0.2649572649572649,0.351,0.359,0.71,0.0939999999999999,0.475,0.33,105.0,2,16,14,31,1,2,14,2,55,0,,,0.104,0.4,hitterWpa
2025,67207,이유찬,두산,N,Y,False,89,269,0.241635687732342,0.328,0.29,0.618,0.0479999999999999,0.315,0.295,81.2,1,16,36,65,8,1,33,2,66,12,,,-1.888,0.87,hitterSb
2025,54305,이재상,키움,N,Y,False,2,2,0.5,0.5,0.5,1.0,0.0,1.0,0.45,193.0,0,0,0,1,0,0,0,0,1,0,,,-0.041,-0.02,hitterHra
2025,55897,홍대인,SSG,N,Y,False,14,5,0.2,0.2,0.2,0.4,0.0,0.333,0.18,-2.9,0,0,3,1,0,0,0,0,2,1,,,0.069,-0.13,hitterWpa
2025,69804,채현우,SSG,N,Y,False,41,48,0.1875,0.231,0.313,0.544,0.125,0.229,0.237,37.2,1,9,8,9,1,1,3,0,13,2,,,0.086,-0.29,hitterWpa
2025,67006,안치영,KT,N,Y,False,47,44,0.2272727272727272,0.327,0.318,0.645,0.091,0.29,0.294,74.7,1,6,9,10,1,0,4,3,13,0,,,0.097,-0.12,hitterWpa
2025,69403,양우현,삼성,N,Y,False,14,16,0.1875,0.188,0.25,0.438,0.062,0.214,0.248,40.9,0,4,3,3,1,0,0,0,2,0,,,0.108,-0.07,hitterWpa
2025,65586,전병우,삼성,N,Y,False,59,77,0.2727272727272727,0.423,0.338,0.761,0.065,0.408,0.361,120.8,1,13,11,21,2,0,19,1,27,1,,,0.13,0.67,hitterWpa
2025,55013,스티븐슨,KT,N,Y,False,39,149,0.261744966442953,0.341,0.403,0.744,0.141,0.35,0.346,112.0,3,14,26,39,12,0,14,4,43,2,,,0.164,1.09,hitterWpa
2025,66233,홍성호,두산,N,Y,False,9,26,0.3461538461538461,0.37,0.615,0.985,0.269,0.438,0.405,150.1,2,3,3,9,1,0,1,0,8,0,,,0.218,0.2,hitterWpa
2025,55164,박관우,LG,N,Y,False,39,53,0.2641509433962264,0.31,0.415,0.725,0.1509999999999999,0.293,0.363,133.1,2,13,12,14,2,0,3,1,11,0,,,0.242,0.32,hitterWpa
2025,64022,안중열,NC,N,Y,False,33,49,0.1428571428571428,0.288,0.204,0.492,0.061,0.206,0.243,40.8,0,6,2,7,3,0,8,2,15,0,,,0.291,-0.22,hitterWpa
2025,50906,박영빈,NC,N,Y,False,16,4,0.25,0.4,0.25,0.65,0.0,0.5,0.324,99.8,0,1,8,1,0,0,1,0,2,4,,,0.322,-0.03,hitterWpa
2025,50868,류효승,SSG,N,Y,False,27,94,0.2872340425531914,0.35,0.532,0.882,0.245,0.35,0.395,137.6,6,16,18,27,5,0,7,2,28,0,,,0.344,0.76,hitterWpa
